1.057473 0.945561 0.434140 0.511421
1.123814 0.950414 0.390316 0.560098
2.504757 0.940478 0.443542 0.496936
5.642653 0.942006 0.554219 0.387787
2.417131 0.938493 0.442153 0.496340
2.445796 0.939299 0.448993 0.490305
2.487363 0.938941 0.394149 0.544792
1.058728 0.943953 0.427113 0.516840
1.019440 0.942939 0.401921 0.541019
1.073474 0.946936 0.407763 0.539173
